	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa	Total
OG0000510	0	0	0	13	2	1	0	1	0	17
OG0000511	0	0	0	13	1	3	0	0	0	17
OG0000512	0	0	0	9	5	3	0	0	0	17
OG0000513	4	3	2	3	1	1	0	1	1	16
OG0000514	4	4	0	5	1	2	0	0	0	16
OG0000515	3	3	2	4	2	0	1	1	0	16
OG0000516	2	2	0	9	2	1	0	0	0	16
OG0000517	9	5	1	0	0	0	0	0	1	16
OG0000518	1	3	2	5	1	1	2	0	1	16
OG0000519	4	3	0	6	1	0	0	1	1	16
OG0000520	1	1	1	7	1	1	2	1	1	16
OG0000521	2	2	2	2	2	2	0	2	2	16
OG0000522	1	1	1	4	3	2	2	1	1	16
OG0000523	1	1	5	1	1	2	1	1	3	16
OG0000524	2	2	1	2	2	3	1	1	2	16
OG0000525	2	2	0	6	4	2	0	0	0	16
OG0000526	3	3	1	2	2	2	0	2	1	16
OG0000527	1	1	1	8	1	1	1	1	1	16
OG0000528	3	3	0	8	2	0	0	0	0	16
OG0000529	3	3	0	7	1	1	0	1	0	16
OG0000530	2	1	0	5	3	4	0	1	0	16
OG0000531	2	2	0	7	2	2	0	1	0	16
OG0000532	3	3	0	7	1	1	0	1	0	16
OG0000533	3	3	1	2	1	2	2	1	1	16
OG0000534	2	2	8	1	2	0	1	0	0	16
OG0000535	1	1	1	7	1	1	2	1	1	16
OG0000536	3	3	1	5	1	1	1	1	0	16
OG0000537	2	2	1	6	1	2	0	1	1	16
OG0000538	2	2	1	1	2	2	2	1	3	16
OG0000539	1	1	1	10	1	0	1	1	0	16
OG0000540	1	1	2	4	1	1	2	2	2	16
OG0000541	1	1	2	4	1	4	1	1	1	16
OG0000542	1	1	1	7	1	3	0	1	1	16
OG0000543	2	2	2	4	2	1	1	1	1	16
OG0000544	2	2	0	7	2	2	1	0	0	16
OG0000545	2	2	1	6	1	1	1	1	1	16
OG0000546	1	1	1	5	1	3	1	2	1	16
OG0000547	1	1	1	6	1	2	1	2	1	16
OG0000548	1	1	4	4	1	2	0	3	0	16
OG0000549	4	4	2	2	0	0	1	1	2	16
OG0000550	1	1	1	7	1	1	2	1	1	16
OG0000551	2	3	1	3	2	2	1	1	1	16
OG0000552	2	2	2	4	1	1	1	1	2	16
OG0000553	3	3	0	7	2	1	0	0	0	16
OG0000554	3	3	2	0	2	3	3	0	0	16
OG0000555	4	3	0	6	2	1	0	0	0	16
OG0000556	6	6	0	2	1	1	0	0	0	16
OG0000557	1	1	1	8	1	1	1	1	1	16
OG0000558	1	1	1	6	1	3	1	1	1	16
OG0000559	1	1	1	6	1	2	1	2	1	16
OG0000560	2	2	0	9	2	1	0	0	0	16
OG0000561	1	1	4	5	1	1	1	1	1	16
OG0000562	1	1	3	0	1	3	1	1	5	16
OG0000563	1	1	0	10	3	1	0	0	0	16
OG0000564	1	1	0	14	0	0	0	0	0	16
OG0000565	1	1	5	2	1	1	1	3	1	16
OG0000566	2	2	1	2	2	2	1	2	2	16
OG0000567	1	1	1	6	1	2	2	1	1	16
OG0000568	2	2	2	7	2	1	0	0	0	16
OG0000569	1	1	1	8	1	1	1	1	1	16
OG0000570	1	1	2	7	1	2	0	1	1	16
OG0000571	1	1	2	2	2	2	2	2	2	16
OG0000572	1	1	0	12	1	1	0	0	0	16
OG0000573	2	3	0	8	1	2	0	0	0	16
OG0000574	1	1	1	5	1	2	3	1	1	16
OG0000575	2	2	0	8	1	2	0	1	0	16
OG0000576	1	1	0	7	4	2	0	0	1	16
OG0000577	2	2	1	1	1	1	3	1	4	16
OG0000578	1	1	1	8	2	1	1	0	1	16
OG0000579	1	1	0	6	2	1	2	2	1	16
OG0000580	1	1	1	6	1	2	2	1	1	16
OG0000581	3	1	0	3	8	1	0	0	0	16
OG0000582	0	0	2	5	2	2	1	3	1	16
OG0000583	0	0	0	16	0	0	0	0	0	16
OG0000584	0	0	0	5	1	0	10	0	0	16
OG0000585	0	0	0	3	12	1	0	0	0	16
OG0000586	0	0	0	15	1	0	0	0	0	16
OG0000587	0	0	0	0	0	0	0	0	16	16
OG0000588	2	1	2	3	1	3	1	1	1	15
OG0000589	2	2	0	4	4	3	0	0	0	15
OG0000590	2	2	1	4	2	2	0	1	1	15
OG0000591	4	4	1	2	1	1	0	1	1	15
OG0000592	2	2	2	1	1	1	2	2	2	15
OG0000593	1	1	2	4	3	1	1	1	1	15
OG0000594	1	1	2	1	1	1	1	1	6	15
OG0000595	2	2	0	7	2	2	0	0	0	15
OG0000596	1	1	2	3	1	2	2	2	1	15
OG0000597	1	1	1	7	1	1	1	1	1	15
OG0000598	3	3	1	3	1	2	0	2	0	15
OG0000599	2	2	1	6	2	1	0	1	0	15
OG0000600	1	1	3	6	1	1	1	1	0	15
OG0000601	1	1	2	1	2	2	2	2	2	15
OG0000602	1	1	1	6	1	2	1	1	1	15
OG0000603	1	1	1	5	1	2	2	1	1	15
OG0000604	5	6	0	3	1	0	0	0	0	15
OG0000605	2	2	2	2	1	1	1	2	2	15
OG0000606	3	3	2	2	1	1	1	1	1	15
OG0000607	1	1	1	5	1	2	1	1	2	15
OG0000608	1	2	0	7	3	2	0	0	0	15
OG0000609	2	2	2	2	1	1	1	2	2	15
OG0000610	2	2	1	3	2	4	0	0	1	15
OG0000611	3	3	2	0	1	2	4	0	0	15
OG0000612	1	1	4	2	2	2	1	2	0	15
OG0000613	1	1	2	7	1	1	0	1	1	15
OG0000614	1	1	0	7	1	1	1	3	0	15
OG0000615	3	3	0	4	2	2	0	1	0	15
OG0000616	2	2	1	3	1	1	2	1	2	15
OG0000617	3	3	1	3	1	1	1	1	1	15
OG0000618	1	1	4	1	3	1	2	2	0	15
OG0000619	1	1	1	7	1	1	1	1	1	15
OG0000620	2	2	1	2	2	2	2	1	1	15
OG0000621	1	1	2	6	1	1	0	1	2	15
OG0000622	1	1	1	7	1	1	1	1	1	15
OG0000623	1	1	1	4	2	2	2	1	1	15
OG0000624	2	2	7	4	0	0	0	0	0	15
OG0000625	1	1	1	7	1	1	1	1	1	15
OG0000626	2	2	0	8	1	1	0	0	1	15
OG0000627	1	1	1	7	1	1	1	1	1	15
OG0000628	2	2	1	2	2	3	1	1	1	15
OG0000629	1	1	0	10	1	2	0	0	0	15
OG0000630	1	1	6	1	2	2	0	1	1	15
OG0000631	1	1	1	5	1	1	2	1	2	15
OG0000632	3	3	0	4	2	1	0	1	1	15
OG0000633	1	1	0	8	1	1	1	0	2	15
OG0000634	1	1	1	4	4	2	0	2	0	15
OG0000635	3	3	1	3	2	1	0	2	0	15
OG0000636	2	2	1	5	3	1	0	0	1	15
OG0000637	4	4	0	3	3	1	0	0	0	15
OG0000638	2	2	1	4	1	2	1	1	1	15
OG0000639	1	1	1	6	1	1	1	1	2	15
OG0000640	3	3	0	5	2	1	0	1	0	15
OG0000641	1	1	1	6	1	2	1	1	1	15
OG0000642	3	3	1	3	1	1	1	1	1	15
OG0000643	3	3	0	2	4	2	0	1	0	15
OG0000644	1	1	5	2	1	1	1	1	2	15
OG0000645	1	1	1	6	3	2	0	1	0	15
OG0000646	2	2	2	1	1	1	3	2	1	15
OG0000647	7	6	0	1	1	0	0	0	0	15
OG0000648	2	2	1	4	2	2	0	1	1	15
OG0000649	1	1	0	10	2	1	0	0	0	15
OG0000650	2	1	0	7	3	1	1	0	0	15
OG0000651	2	2	2	2	1	2	1	1	2	15
OG0000652	1	1	0	7	4	2	0	0	0	15
OG0000653	2	1	1	4	1	3	1	1	1	15
OG0000654	1	1	2	5	1	1	2	1	1	15
OG0000655	1	1	1	6	1	2	1	1	1	15
OG0000656	1	1	3	5	1	2	0	1	1	15
OG0000657	1	1	5	3	1	1	1	1	1	15
OG0000658	1	1	1	7	1	1	1	1	1	15
OG0000659	2	2	2	3	1	1	2	1	1	15
OG0000660	1	1	1	6	1	2	1	1	1	15
OG0000661	1	1	1	7	1	1	1	1	1	15
OG0000662	1	1	0	10	1	1	0	0	1	15
OG0000663	2	2	0	8	2	1	0	0	0	15
OG0000664	1	1	2	3	0	0	1	2	5	15
OG0000665	1	1	2	2	2	3	3	1	0	15
OG0000666	1	1	1	6	1	1	1	2	1	15
OG0000667	2	2	1	3	3	3	0	1	0	15
OG0000668	1	1	1	9	1	1	0	1	0	15
OG0000669	1	1	1	2	1	5	2	1	1	15
OG0000670	1	1	0	6	0	1	0	2	4	15
OG0000671	4	4	0	3	1	1	1	1	0	15
OG0000672	3	3	1	3	1	2	1	1	0	15
OG0000673	1	1	0	2	1	1	6	0	3	15
OG0000674	2	2	1	2	2	2	1	2	1	15
OG0000675	2	1	2	3	2	1	1	2	1	15
OG0000676	1	1	2	3	2	3	1	1	1	15
OG0000677	1	1	0	3	2	2	0	0	6	15
OG0000678	2	2	1	1	2	2	3	1	1	15
OG0000679	1	1	2	5	2	1	1	1	1	15
OG0000680	1	1	2	6	1	1	1	1	1	15
OG0000681	2	2	0	3	1	0	2	3	2	15
OG0000682	2	2	1	6	1	1	1	0	1	15
OG0000683	3	3	0	7	1	1	0	0	0	15
OG0000684	1	1	1	5	2	2	1	2	0	15
OG0000685	2	2	1	5	1	2	1	0	1	15
OG0000686	1	1	0	11	1	1	0	0	0	15
OG0000687	2	2	1	3	2	2	1	1	1	15
OG0000688	1	1	2	1	1	2	2	3	2	15
OG0000689	1	1	2	3	2	1	2	2	1	15
OG0000690	1	1	3	4	1	2	1	1	1	15
OG0000691	1	1	1	6	1	1	2	1	1	15
OG0000692	2	2	1	5	1	2	0	1	1	15
OG0000693	1	1	0	8	2	2	0	1	0	15
OG0000694	0	0	3	7	2	2	0	1	0	15
OG0000695	0	0	3	12	0	0	0	0	0	15
OG0000696	0	0	1	6	1	3	1	1	2	15
OG0000697	0	0	0	9	1	2	1	1	1	15
OG0000698	0	0	0	15	0	0	0	0	0	15
OG0000699	2	2	2	2	2	1	1	1	1	14
OG0000700	2	2	0	9	0	0	0	0	1	14
OG0000701	1	1	0	8	1	1	0	0	2	14
OG0000702	5	3	0	6	0	0	0	0	0	14
OG0000703	1	1	2	4	1	1	1	2	1	14
OG0000704	1	1	0	3	3	1	2	0	3	14
OG0000705	1	1	1	5	1	2	1	1	1	14
OG0000706	1	1	0	8	0	1	0	1	2	14
OG0000707	2	2	1	4	1	1	1	1	1	14
OG0000708	1	1	0	8	2	2	0	0	0	14
OG0000709	1	1	1	4	1	2	2	1	1	14
OG0000710	1	1	1	6	1	2	1	1	0	14
OG0000711	1	1	1	7	1	1	0	1	1	14
OG0000712	1	1	1	6	1	1	1	1	1	14
OG0000713	1	1	0	7	1	1	1	1	1	14
OG0000714	2	2	2	2	2	1	0	1	2	14
OG0000715	1	1	1	5	1	2	1	1	1	14
OG0000716	2	2	1	4	2	2	0	0	1	14
OG0000717	1	1	0	8	1	1	0	0	2	14
OG0000718	1	1	2	4	2	1	0	2	1	14
OG0000719	1	1	1	6	1	1	1	1	1	14
OG0000720	1	1	1	1	2	3	3	1	1	14
OG0000721	1	1	1	5	1	1	2	1	1	14
OG0000722	1	1	1	4	1	3	1	1	1	14
OG0000723	1	1	0	10	0	2	0	0	0	14
OG0000724	1	1	1	5	1	2	1	1	1	14
OG0000725	2	2	3	1	1	2	1	1	1	14
OG0000726	3	3	0	5	2	1	0	0	0	14
OG0000727	1	1	1	6	1	1	1	1	1	14
OG0000728	1	1	2	2	1	2	2	1	2	14
OG0000729	1	1	1	4	1	3	1	1	1	14
OG0000730	1	1	4	7	0	0	0	1	0	14
OG0000731	1	1	0	9	2	1	0	0	0	14
OG0000732	1	1	1	6	1	1	1	1	1	14
OG0000733	2	2	1	4	1	1	1	0	2	14
OG0000734	1	1	3	2	2	2	0	0	3	14
OG0000735	2	2	3	2	1	2	0	2	0	14
OG0000736	3	3	0	4	1	1	0	1	1	14
OG0000737	3	3	1	2	1	1	1	1	1	14
OG0000738	1	1	1	5	1	2	1	1	1	14
OG0000739	1	1	3	2	1	3	0	2	1	14
OG0000740	2	2	1	4	1	1	1	1	1	14
OG0000741	1	1	2	4	1	1	1	2	1	14
OG0000742	2	2	1	5	2	0	0	0	2	14
OG0000743	1	1	1	5	1	1	2	1	1	14
OG0000744	2	2	1	4	2	1	1	1	0	14
OG0000745	2	2	1	3	2	1	1	1	1	14
OG0000746	2	2	1	5	1	1	0	1	1	14
OG0000747	2	2	1	4	2	2	0	1	0	14
OG0000748	1	1	1	3	1	2	3	1	1	14
OG0000749	1	1	1	6	1	1	1	1	1	14
OG0000750	1	1	1	7	1	1	0	1	1	14
OG0000751	1	1	1	6	1	1	0	2	1	14
OG0000752	2	2	0	5	2	3	0	0	0	14
OG0000753	1	1	1	6	1	1	1	1	1	14
OG0000754	1	1	1	6	1	1	0	3	0	14
OG0000755	1	1	1	6	1	1	1	1	1	14
OG0000756	1	1	0	7	1	1	1	1	1	14
OG0000757	1	1	2	6	1	1	1	1	0	14
OG0000758	4	4	3	2	0	1	0	0	0	14
OG0000759	1	1	1	6	2	1	1	1	0	14
OG0000760	1	1	2	3	1	2	1	2	1	14
OG0000761	2	2	1	2	2	2	0	1	2	14
OG0000762	2	2	0	5	3	2	0	0	0	14
OG0000763	1	1	1	7	1	1	0	1	1	14
OG0000764	2	2	1	4	3	1	0	1	0	14
OG0000765	1	1	2	3	1	1	2	2	1	14
OG0000766	1	1	1	4	1	1	0	2	3	14
OG0000767	2	2	2	3	1	1	1	1	1	14
OG0000768	1	2	1	3	2	2	1	1	1	14
OG0000769	2	2	1	5	1	1	0	1	1	14
OG0000770	2	1	0	8	1	1	0	1	0	14
OG0000771	1	1	0	8	3	1	0	0	0	14
OG0000772	1	1	0	8	1	1	1	0	1	14
OG0000773	1	1	2	4	1	1	1	2	1	14
OG0000774	2	2	0	4	1	2	2	0	1	14
OG0000775	1	1	3	2	1	1	1	2	2	14
OG0000776	1	1	1	5	1	1	2	1	1	14
OG0000777	1	1	2	5	1	2	0	1	1	14
OG0000778	1	1	1	6	1	2	1	0	1	14
OG0000779	1	1	1	5	1	2	1	1	1	14
OG0000780	1	1	1	4	1	2	1	2	1	14
OG0000781	3	3	1	2	1	1	1	1	1	14
OG0000782	2	2	1	5	1	0	1	1	1	14
OG0000783	3	3	0	3	1	1	1	1	1	14
OG0000784	1	1	1	6	1	3	0	1	0	14
OG0000785	1	1	0	9	1	1	0	1	0	14
OG0000786	1	1	1	6	3	1	0	1	0	14
OG0000787	2	2	0	7	1	0	0	2	0	14
OG0000788	1	1	2	5	1	1	1	1	1	14
OG0000789	1	1	2	3	1	4	0	1	1	14
OG0000790	1	1	2	2	1	2	2	2	1	14
OG0000791	2	2	1	3	1	2	1	1	1	14
OG0000792	1	1	1	4	1	1	3	1	1	14
OG0000793	1	1	0	9	1	1	0	0	1	14
OG0000794	1	1	0	9	1	1	0	0	1	14
OG0000795	1	1	0	10	1	1	0	0	0	14
OG0000796	1	1	2	4	1	1	1	1	2	14
OG0000797	1	1	1	6	1	2	0	1	1	14
OG0000798	1	1	1	6	1	1	1	1	1	14
OG0000799	2	2	0	8	1	1	0	0	0	14
OG0000800	1	1	0	7	1	1	2	0	1	14
OG0000801	1	1	1	4	1	3	1	1	1	14
OG0000802	1	1	1	6	1	1	1	1	1	14
OG0000803	3	3	1	2	1	1	0	1	2	14
OG0000804	1	1	3	1	1	1	1	2	3	14
OG0000805	1	1	1	5	1	2	1	1	1	14
OG0000806	1	1	1	5	1	2	1	1	1	14
OG0000807	1	1	1	6	1	1	1	1	1	14
OG0000808	1	1	0	11	0	1	0	0	0	14
OG0000809	1	1	1	6	1	1	1	1	1	14
OG0000810	1	1	1	5	1	1	0	1	3	14
OG0000811	1	1	2	2	1	2	1	2	2	14
OG0000812	1	1	2	2	1	3	2	1	1	14
OG0000813	1	1	1	6	1	2	0	1	1	14
OG0000814	1	1	2	5	1	1	1	1	1	14
OG0000815	1	1	1	6	1	1	1	1	1	14
OG0000816	1	1	1	5	1	2	1	1	1	14
OG0000817	1	1	2	2	1	2	3	1	1	14
OG0000818	1	1	2	4	1	2	1	1	1	14
OG0000819	1	1	1	5	2	1	1	1	1	14
OG0000820	1	1	3	3	2	1	1	1	1	14
OG0000821	1	1	2	5	1	1	1	1	1	14
OG0000822	1	1	1	3	1	4	1	1	1	14
OG0000823	2	2	0	3	6	1	0	0	0	14
OG0000824	2	2	1	2	2	2	1	1	1	14
OG0000825	1	1	2	5	1	1	1	1	1	14
OG0000826	1	1	1	6	1	1	1	1	1	14
OG0000827	1	1	0	9	2	1	0	0	0	14
OG0000828	2	3	0	2	5	2	0	0	0	14
OG0000829	1	1	1	7	1	1	0	1	1	14
OG0000830	1	1	1	3	1	1	0	1	5	14
OG0000831	1	1	1	6	1	1	1	1	1	14
OG0000832	1	1	0	8	2	2	0	0	0	14
OG0000833	1	1	0	9	1	1	0	1	0	14
OG0000834	2	2	1	2	2	1	3	1	0	14
OG0000835	1	1	0	12	0	0	0	0	0	14
OG0000836	2	2	0	6	3	1	0	0	0	14
OG0000837	1	1	2	3	1	1	2	2	1	14
OG0000838	1	1	1	6	1	1	1	1	1	14
OG0000839	1	1	2	3	1	1	2	2	1	14
OG0000840	1	1	1	6	1	1	1	1	1	14
OG0000841	1	2	1	1	0	0	0	3	6	14
OG0000842	1	1	3	4	1	1	2	0	1	14
OG0000843	1	1	0	7	4	1	0	0	0	14
OG0000844	1	1	1	3	2	1	2	2	1	14
OG0000845	0	0	2	3	1	4	1	2	1	14
OG0000846	0	0	0	12	0	2	0	0	0	14
OG0000847	0	0	0	11	1	0	0	1	1	14
OG0000848	0	0	0	4	1	2	0	7	0	14
OG0000849	2	2	0	8	1	0	0	0	0	13
OG0000850	1	1	0	4	3	2	0	2	0	13
OG0000851	1	2	1	2	2	2	1	1	1	13
OG0000852	2	2	0	3	2	3	0	1	0	13
OG0000853	1	1	2	3	1	1	2	1	1	13
OG0000854	2	2	2	1	1	1	2	1	1	13
OG0000855	2	2	0	4	1	3	0	1	0	13
OG0000856	2	2	0	5	1	2	0	0	1	13
OG0000857	1	1	1	5	1	1	1	1	1	13
OG0000858	1	1	1	4	1	2	1	1	1	13
OG0000859	1	1	2	2	1	3	1	1	1	13
OG0000860	1	1	1	6	1	1	0	1	1	13
OG0000861	2	3	1	3	1	1	0	1	1	13
OG0000862	1	1	0	8	2	1	0	0	0	13
OG0000863	1	1	1	4	2	1	1	1	1	13
OG0000864	1	1	1	5	1	1	1	1	1	13
OG0000865	1	1	1	4	1	1	2	1	1	13
OG0000866	1	1	1	6	1	1	0	1	1	13
OG0000867	2	2	1	2	1	1	1	1	2	13
OG0000868	2	2	1	3	1	1	1	1	1	13
OG0000869	1	1	2	1	0	1	1	1	5	13
OG0000870	2	2	1	4	2	1	0	1	0	13
OG0000871	1	1	0	8	1	1	0	1	0	13
OG0000872	1	1	2	1	1	1	2	2	2	13
OG0000873	1	1	1	4	1	1	2	1	1	13
OG0000874	1	1	1	5	1	1	1	1	1	13
OG0000875	2	2	1	3	1	1	1	1	1	13
OG0000876	1	1	2	2	1	1	3	1	1	13
OG0000877	1	1	1	4	1	2	1	1	1	13
OG0000878	1	1	0	8	1	2	0	0	0	13
OG0000879	2	2	2	2	2	1	0	1	1	13
OG0000880	1	1	2	5	1	1	0	1	1	13
OG0000881	1	1	6	2	1	1	0	1	0	13
OG0000882	1	1	1	3	2	2	1	1	1	13
OG0000883	2	2	1	2	2	0	0	2	2	13
OG0000884	2	2	1	5	1	1	0	1	0	13
OG0000885	3	3	0	5	1	0	0	1	0	13
OG0000886	4	4	0	4	0	0	0	1	0	13
OG0000887	1	1	1	1	2	2	1	2	2	13
OG0000888	1	1	1	5	1	1	1	1	1	13
OG0000889	1	1	1	3	2	2	1	1	1	13
OG0000890	1	1	1	6	1	1	0	1	1	13
OG0000891	1	1	1	5	1	1	1	1	1	13
OG0000892	1	1	1	2	1	4	1	1	1	13
OG0000893	1	1	1	4	1	2	1	1	1	13
OG0000894	1	1	1	5	1	1	1	1	1	13
OG0000895	2	2	0	3	1	1	2	1	1	13
OG0000896	1	1	1	5	1	1	1	1	1	13
OG0000897	1	1	1	4	1	2	1	1	1	13
OG0000898	1	1	1	4	1	2	1	1	1	13
OG0000899	2	2	5	4	0	0	0	0	0	13
OG0000900	1	1	1	3	1	1	1	2	2	13
OG0000901	1	1	1	4	1	2	1	1	1	13
OG0000902	1	1	1	2	1	2	3	1	1	13
OG0000903	1	1	1	1	1	4	2	1	1	13
OG0000904	1	1	1	4	1	1	2	1	1	13
OG0000905	2	2	1	2	2	2	0	1	1	13
OG0000906	1	1	4	1	1	1	1	2	1	13
OG0000907	1	1	1	4	1	2	1	1	1	13
OG0000908	1	1	1	4	1	1	2	1	1	13
OG0000909	2	2	0	3	1	2	1	0	2	13
OG0000910	1	1	1	3	2	2	1	1	1	13
OG0000911	1	1	2	4	1	1	1	1	1	13
OG0000912	1	1	1	4	1	1	2	1	1	13
OG0000913	1	1	2	5	1	1	0	1	1	13
OG0000914	1	1	0	5	2	1	1	1	1	13
OG0000915	1	1	2	2	1	1	2	1	2	13
OG0000916	1	1	1	4	1	1	2	1	1	13
OG0000917	2	2	0	3	6	0	0	0	0	13
OG0000918	2	2	1	4	1	1	0	1	1	13
OG0000919	1	1	1	6	1	1	0	1	1	13
OG0000920	1	1	1	3	4	2	0	1	0	13
OG0000921	1	1	1	5	1	1	1	1	1	13
OG0000922	2	2	1	2	2	1	1	1	1	13
OG0000923	2	2	1	8	0	0	0	0	0	13
OG0000924	1	1	2	4	0	1	1	0	3	13
OG0000925	4	4	0	2	1	2	0	0	0	13
OG0000926	2	2	0	2	1	2	0	1	3	13
OG0000927	1	1	2	4	1	1	1	1	1	13
OG0000928	1	1	1	3	2	2	1	1	1	13
OG0000929	1	1	4	1	1	1	0	3	1	13
OG0000930	1	1	3	1	2	1	1	2	1	13
OG0000931	1	1	1	3	1	2	2	1	1	13
OG0000932	1	1	2	4	1	1	1	1	1	13
OG0000933	1	1	0	6	1	2	0	0	2	13
OG0000934	1	1	3	3	1	1	1	1	1	13
OG0000935	1	1	1	2	1	2	2	1	2	13
OG0000936	1	1	1	5	1	1	1	1	1	13
OG0000937	1	1	1	5	1	1	1	1	1	13
OG0000938	1	1	0	9	1	1	0	0	0	13
OG0000939	1	1	0	3	4	3	0	1	0	13
OG0000940	2	2	2	4	1	1	0	1	0	13
OG0000941	2	2	1	2	2	1	1	1	1	13
OG0000942	1	1	0	8	1	2	0	0	0	13
OG0000943	1	3	1	5	2	1	0	0	0	13
OG0000944	1	1	3	3	1	2	0	1	1	13
OG0000945	2	1	1	3	1	2	1	1	1	13
OG0000946	3	3	0	5	2	0	0	0	0	13
OG0000947	2	2	2	1	1	1	2	1	1	13
OG0000948	1	1	2	3	1	1	0	4	0	13
OG0000949	1	2	1	5	1	2	0	1	0	13
OG0000950	2	2	0	7	1	1	0	0	0	13
OG0000951	2	2	0	3	4	2	0	0	0	13
OG0000952	2	2	1	1	1	1	2	2	1	13
OG0000953	1	1	1	5	1	1	1	1	1	13
OG0000954	3	3	0	5	1	1	0	0	0	13
OG0000955	3	3	1	1	1	1	1	1	1	13
OG0000956	1	1	1	4	1	2	1	1	1	13
OG0000957	1	1	0	7	1	1	0	1	1	13
OG0000958	2	2	1	2	1	2	1	1	1	13
OG0000959	1	1	1	1	1	1	3	2	2	13
OG0000960	1	1	3	2	1	1	2	1	1	13
OG0000961	2	2	1	3	1	1	1	1	1	13
OG0000962	1	1	2	4	1	1	1	1	1	13
OG0000963	1	1	1	4	1	2	1	1	1	13
OG0000964	1	1	0	7	1	1	1	0	1	13
OG0000965	1	1	2	3	1	2	1	1	1	13
OG0000966	2	2	1	6	1	1	0	0	0	13
OG0000967	1	1	2	5	2	1	0	0	1	13
OG0000968	1	1	1	3	2	2	1	1	1	13
OG0000969	1	1	1	5	1	1	1	1	1	13
OG0000970	1	1	3	2	1	1	0	2	2	13
OG0000971	1	1	1	4	2	1	1	1	1	13
OG0000972	1	1	1	4	1	1	1	1	2	13
OG0000973	2	2	1	2	1	2	1	1	1	13
OG0000974	1	1	1	5	1	1	1	1	1	13
OG0000975	2	2	0	3	1	2	0	1	2	13
OG0000976	1	1	1	6	1	1	0	1	1	13
OG0000977	1	1	1	6	1	1	1	0	1	13
OG0000978	1	1	0	6	2	1	0	0	2	13
OG0000979	1	1	2	2	2	1	1	2	1	13
OG0000980	1	1	1	2	1	2	2	1	2	13
OG0000981	2	2	1	2	2	1	1	1	1	13
OG0000982	1	1	2	3	1	2	1	1	1	13
OG0000983	1	1	2	5	1	1	1	1	0	13
OG0000984	1	1	1	5	1	1	2	0	1	13
OG0000985	1	1	1	6	1	1	0	1	1	13
OG0000986	1	1	0	8	1	2	0	0	0	13
OG0000987	2	2	1	2	1	2	1	1	1	13
OG0000988	3	1	0	7	2	0	0	0	0	13
OG0000989	2	2	1	1	1	3	1	1	1	13
OG0000990	1	1	1	4	1	2	1	1	1	13
OG0000991	1	1	2	3	1	2	1	1	1	13
OG0000992	1	1	1	5	1	1	0	3	0	13
OG0000993	2	2	0	3	2	0	3	1	0	13
OG0000994	2	2	0	7	1	1	0	0	0	13
OG0000995	1	1	0	5	4	2	0	0	0	13
OG0000996	2	2	0	2	2	2	0	0	3	13
OG0000997	1	1	1	1	1	1	4	1	2	13
OG0000998	1	1	1	4	1	1	2	1	1	13
OG0000999	1	1	2	2	1	2	1	2	1	13
OG0001000	3	3	0	4	2	1	0	0	0	13
OG0001001	1	1	1	4	2	2	0	1	1	13
OG0001002	1	1	1	4	1	2	1	1	1	13
OG0001003	1	1	1	4	1	2	1	1	1	13
OG0001004	1	1	3	2	1	1	1	2	1	13
OG0001005	1	2	0	3	2	4	0	0	1	13
OG0001006	1	1	0	3	3	0	0	3	2	13
OG0001007	1	1	0	5	5	1	0	0	0	13
OG0001008	2	2	0	1	1	1	0	0	6	13
OG0001009	1	1	1	5	1	1	1	1	1	13
OG0001010	1	1	4	1	1	1	1	2	1	13
OG0001011	1	1	0	7	1	2	0	0	1	13
OG0001012	1	1	1	4	1	2	1	1	1	13
OG0001013	1	1	2	1	1	1	3	1	2	13
OG0001014	1	1	1	4	1	2	1	1	1	13
OG0001015	1	1	1	5	1	1	1	1	1	13
OG0001016	1	1	1	4	1	2	1	1	1	13
OG0001017	1	1	2	3	1	1	1	1	2	13
OG0001018	1	1	1	1	1	4	2	1	1	13
OG0001019	1	1	2	2	1	1	2	1	2	13
OG0001020	1	1	0	2	2	1	0	0	6	13
OG0001021	1	1	2	3	1	2	1	1	1	13
OG0001022	1	1	1	3	2	2	1	1	1	13
OG0001023	1	1	2	4	1	1	2	1	0	13
OG0001024	1	1	2	3	1	2	1	1	1	13
OG0001025	1	1	1	9	0	0	0	0	1	13
OG0001026	1	1	3	7	0	0	1	0	0	13
OG0001027	0	0	4	6	1	1	0	1	0	13
OG0001028	0	0	0	12	1	0	0	0	0	13
OG0001029	0	0	0	9	1	3	0	0	0	13
OG0001030	0	0	0	3	1	1	1	4	3	13
OG0001031	3	2	3	2	1	0	0	1	0	12
OG0001032	2	1	1	2	2	1	1	1	1	12
OG0001033	1	1	2	2	1	2	1	1	1	12
OG0001034	1	1	0	3	2	2	0	1	2	12
OG0001035	1	1	2	2	1	1	1	2	1	12
OG0001036	1	1	2	1	1	3	1	1	1	12
OG0001037	1	1	1	2	2	2	1	1	1	12
OG0001038	1	1	1	2	2	2	1	1	1	12
OG0001039	1	1	2	2	1	1	1	1	2	12
OG0001040	2	2	1	2	1	1	1	1	1	12
OG0001041	1	1	1	3	1	1	2	1	1	12
OG0001042	1	1	2	4	0	1	1	1	1	12
OG0001043	1	1	1	2	1	2	2	1	1	12
